@relation TestInstances

@attribute p_0 numeric
@attribute p_1 numeric
@attribute p_2 numeric
@attribute p_3 numeric
@attribute p_4 numeric
@attribute p_5 numeric
@attribute p_6 numeric
@attribute p_7 numeric
@attribute p_8 numeric
@attribute p_9 numeric
@attribute p_10 numeric
@attribute p_11 numeric
@attribute p_12 numeric
@attribute p_13 numeric
@attribute p_14 numeric
@attribute p_15 numeric
@attribute p_16 numeric
@attribute p_17 numeric
@attribute p_18 numeric
@attribute p_19 numeric
@attribute p_20 numeric
@attribute p_21 numeric
@attribute p_22 numeric
@attribute p_23 numeric
@attribute p_24 numeric
@attribute p_25 numeric
@attribute p_26 numeric
@attribute p_27 numeric
@attribute p_28 numeric
@attribute p_29 numeric
@attribute p_30 numeric
@attribute p_31 numeric
@attribute p_32 numeric
@attribute p_33 numeric
@attribute p_34 numeric
@attribute p_35 numeric
@attribute p_36 numeric
@attribute p_37 numeric
@attribute p_38 numeric
@attribute p_39 numeric
@attribute p_40 numeric
@attribute p_41 numeric
@attribute p_42 numeric
@attribute p_43 numeric
@attribute p_44 numeric
@attribute p_45 numeric
@attribute p_46 numeric
@attribute p_47 numeric
@attribute p_48 numeric
@attribute p_49 numeric
@attribute p_50 numeric
@attribute p_51 numeric
@attribute p_52 numeric
@attribute p_53 numeric
@attribute p_54 numeric
@attribute p_55 numeric
@attribute p_56 numeric
@attribute p_57 numeric
@attribute p_58 numeric
@attribute p_59 numeric
@attribute p_60 numeric
@attribute p_61 numeric
@attribute p_62 numeric
@attribute p_63 numeric

@data
{3 0.213201,11 0.213201,19 0.213201,20 0.213201,27 0.213201,28 0.213201,31 0.213201,35 0.213201,36 0.213201,39 0.213201,43 0.213201,44 0.213201,45 0.213201,47 0.213201,52 0.213201,53 0.213201,54 0.213201,55 0.213201,60 0.213201,61 0.213201,62 0.213201,63 0.213201}
{2 0.147442,3 0.147442,4 0.147442,5 0.147442,9 0.147442,10 0.147442,11 0.147442,12 0.147442,13 0.147442,16 0.147442,17 0.147442,18 0.147442,19 0.147442,20 0.147442,21 0.147442,22 0.147442,24 0.147442,25 0.147442,26 0.147442,27 0.147442,28 0.147442,30 0.147442,32 0.147442,33 0.147442,34 0.147442,35 0.147442,36 0.147442,40 0.147442,41 0.147442,42 0.147442,43 0.147442,44 0.147442,45 0.147442,48 0.147442,49 0.147442,50 0.147442,51 0.147442,52 0.147442,53 0.147442,56 0.147442,57 0.147442,58 0.147442,59 0.147442,60 0.147442,61 0.147442,62 0.147442}
{3 0.152499,4 0.152499,5 0.152499,6 0.152499,7 0.152499,10 0.152499,11 0.152499,12 0.152499,13 0.152499,14 0.152499,15 0.152499,17 0.152499,18 0.152499,19 0.152499,20 0.152499,21 0.152499,22 0.152499,23 0.152499,28 0.152499,30 0.152499,31 0.152499,36 0.152499,38 0.152499,39 0.152499,43 0.152499,44 0.152499,45 0.152499,46 0.152499,47 0.152499,50 0.152499,51 0.152499,52 0.152499,53 0.152499,54 0.152499,55 0.152499,56 0.152499,57 0.152499,58 0.152499,59 0.152499,60 0.152499,61 0.152499,62 0.152499,63 0.152499}
{32 0.353553,40 0.353553,41 0.353553,42 0.353553,48 0.353553,49 0.353553,56 0.353553,57 0.353553}
{8 0.188982,16 0.188982,17 0.188982,24 0.188982,25 0.188982,26 0.188982,32 0.188982,33 0.188982,34 0.188982,41 0.188982,42 0.188982,43 0.188982,44 0.188982,48 0.188982,49 0.188982,50 0.188982,51 0.188982,52 0.188982,53 0.188982,54 0.188982,56 0.188982,57 0.188982,58 0.188982,59 0.188982,60 0.188982,61 0.188982,62 0.188982,63 0.188982}
{42 0.258199,43 0.258199,44 0.258199,45 0.258199,51 0.258199,52 0.258199,53 0.258199,54 0.258199,55 0.258199,56 0.258199,59 0.258199,60 0.258199,61 0.258199,62 0.258199,63 0.258199}
{48 0.27735,49 0.27735,50 0.27735,51 0.27735,52 0.27735,56 0.27735,57 0.27735,58 0.27735,59 0.27735,60 0.27735,61 0.27735,62 0.27735,63 0.27735}
{49 0.447214,56 0.447214,57 0.447214,58 0.447214,59 0.447214}
{3 1}
{1 0.707107,2 0.707107}
{}
{61 0.57735,62 0.57735,63 0.57735}
{56 0.5,57 0.5,58 0.5,63 0.5}
{56 0.353553,57 0.353553,58 0.353553,59 0.353553,60 0.353553,61 0.353553,62 0.353553,63 0.353553}
